Awheto	Media	Agar	Luminosity	Growth
A5	Seeds	PDA	dark	17.5
A5	Seeds	PDA	dark	18
A5	Seeds	PDA	dark	18.5
A5	Seeds	PDA	dark	20.5
A5	Seeds	PDA	dark	19.5
A5	Seeds	PDA	dark	18.5
A5	Seeds	PDA	dark	20.5
A5	Seeds	PDA	dark	18.5
A5	Seeds	PDA	dark	21
A5	Seeds	PDA	dark	20
A5	Seeds	PDA	dark	18
A5	Seeds	PDA	dark	19.5
A5	Seeds	PDA	dark	19.5
A5	Seeds	PDA	dark	18.5
A5	Seeds	PDA	dark	0
A5	Seeds	PDA	dark	0
A5	Seeds	PDA	dark	0
A5	Seeds	PDA	dark	0
A5	Berries	Plain agar	dark	12.5
A5	Berries	Plain agar	dark	12
A5	Berries	Plain agar	dark	11.5
A5	Berries	Plain agar	dark	12
A5	Berries	Plain agar	dark	14.5
A5	Berries	Plain agar	dark	10
A5	Berries	Plain agar	dark	11
A5	Berries	Plain agar	dark	11.5
A5	Berries	Plain agar	dark	10
A5	Berries	Plain agar	dark	11
A5	Berries	Plain agar	dark	11
A5	Berries	Plain agar	dark	12
A5	Berries	Plain agar	dark	12.5
A5	Berries	Plain agar	dark	14
A5	Berries	Plain agar	dark	12.5
A5	Berries	Plain agar	dark	11
A5	Berries	Plain agar	dark	9.5
A5	Berries	Plain agar	dark	9
A5	Berries	Plain agar	dark	10
A5	Berries	Plain agar	dark	11.5
A5	Berries	PDA	dark	18.5
A5	Berries	PDA	dark	18.5
A5	Berries	PDA	dark	18.5
A5	Berries	PDA	dark	20
A5	Berries	PDA	dark	19.5
A5	Berries	PDA	dark	18.5
A5	Berries	PDA	dark	21
A5	Berries	PDA	dark	18
A5	Berries	PDA	dark	19.5
A5	Berries	PDA	dark	21
A5	Berries	PDA	dark	20
A5	Berries	PDA	dark	19.5
A5	Berries	PDA	dark	18
A5	Berries	PDA	dark	20
A5	Berries	PDA	dark	17
A5	Berries	PDA	dark	18
A5	Berries	PDA	dark	20.5
A5	Berries	PDA	dark	18
A5	Berries	PDA	dark	17.5
A5	Berries	PDA	dark	17.5
A5	Sees + Berries	Plain agar	dark	7
A5	Sees + Berries	Plain agar	dark	7
A5	Sees + Berries	Plain agar	dark	6.5
A5	Sees + Berries	Plain agar	dark	6.5
A5	Sees + Berries	Plain agar	dark	4.5
A5	Sees + Berries	Plain agar	dark	6.5
A5	Sees + Berries	Plain agar	dark	5.5
A5	Sees + Berries	Plain agar	dark	5.5
A5	Sees + Berries	Plain agar	dark	6.5
A5	Sees + Berries	Plain agar	dark	5
A5	Sees + Berries	Plain agar	dark	7
A5	Sees + Berries	Plain agar	dark	5.5
A5	Sees + Berries	Plain agar	dark	7
A5	Sees + Berries	Plain agar	dark	5
A5	Sees + Berries	Plain agar	dark	6
A5	Sees + Berries	Plain agar	dark	10
A5	Sees + Berries	PDA	dark	18.5
A5	Sees + Berries	PDA	dark	19.5
A5	Sees + Berries	PDA	dark	17.5
A5	Sees + Berries	PDA	dark	18
A5	Sees + Berries	PDA	dark	18.5
A5	Sees + Berries	PDA	dark	20
A5	Sees + Berries	PDA	dark	18
A5	Sees + Berries	PDA	dark	18.5
A5	Sees + Berries	PDA	dark	18.5
A5	Sees + Berries	PDA	dark	16.5
A5	Sees + Berries	PDA	dark	18.5
A5	Sees + Berries	PDA	dark	18.5
A5	Sees + Berries	PDA	dark	18
A5	Sees + Berries	PDA	dark	17.5
A5	Sees + Berries	PDA	dark	19
A5	Sees + Berries	PDA	dark	18.5
A5	Sees + Berries	PDA	dark	19
A5	Sees + Berries	PDA	dark	18
A5	Sees + Berries	PDA	dark	17
A5	Sees + Berries	PDA	dark	17.5
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	Plain agar	dark	0
A5	Roots	PDA	dark	20.5
A5	Roots	PDA	dark	20.5
A5	Roots	PDA	dark	19
A5	Roots	PDA	dark	21.5
A5	Roots	PDA	dark	0
A5	Roots	PDA	dark	0
A5	Roots	PDA	dark	0
A5	Roots	PDA	dark	0
A5	Roots	PDA	dark	18.5
A5	Roots	PDA	dark	20.5
A5	Roots	PDA	dark	21.5
A5	Roots	PDA	dark	21
A5	Roots	PDA	dark	20
A5	Roots	PDA	dark	19.5
A5	Roots	PDA	dark	21
A5	Roots	PDA	dark	21
A5	Roots	PDA	dark	0
A5	Roots	PDA	dark	0
A5	Roots	PDA	dark	0
A5	Roots	PDA	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	Plain agar	dark	0
A5	Soil	PDA	dark	21
A5	Soil	PDA	dark	19.5
A5	Soil	PDA	dark	20.5
A5	Soil	PDA	dark	19
A5	Soil	PDA	dark	22
A5	Soil	PDA	dark	20
A5	Soil	PDA	dark	19
A5	Soil	PDA	dark	20
A5	Soil	PDA	dark	21
A5	Soil	PDA	dark	19.5
A5	Soil	PDA	dark	18
A5	Soil	PDA	dark	21
A5	Soil	PDA	dark	0
A5	Soil	PDA	dark	0
A5	Soil	PDA	dark	0
A5	Soil	PDA	dark	0
A5	Soil	PDA	dark	0
A5	Soil	PDA	dark	0
A5	Soil	PDA	dark	0
A5	Soil	PDA	dark	0
A5	Roots + Soil 	Plain agar	dark	7.5
A5	Roots + Soil 	Plain agar	dark	6
A5	Roots + Soil 	Plain agar	dark	6.5
A5	Roots + Soil 	Plain agar	dark	6.5
A5	Roots + Soil 	Plain agar	dark	20
A5	Roots + Soil 	Plain agar	dark	12.5
A5	Roots + Soil 	Plain agar	dark	15
A5	Roots + Soil 	Plain agar	dark	14.5
A5	Roots + Soil 	Plain agar	dark	11
A5	Roots + Soil 	Plain agar	dark	8
A5	Roots + Soil 	Plain agar	dark	9.5
A5	Roots + Soil 	Plain agar	dark	11.5
A5	Roots + Soil 	Plain agar	dark	12.5
A5	Roots + Soil 	Plain agar	dark	12
A5	Roots + Soil 	Plain agar	dark	9.5
A5	Roots + Soil 	Plain agar	dark	13
A5	Roots + Soil 	Plain agar	dark	15
A5	Roots + Soil 	Plain agar	dark	8.5
A5	Roots + Soil 	Plain agar	dark	9.5
A5	Roots + Soil 	Plain agar	dark	12
A5	Roots + Soil 	PDA	dark	18
A5	Roots + Soil 	PDA	dark	16
A5	Roots + Soil 	PDA	dark	17
A5	Roots + Soil 	PDA	dark	17.5
A5	Roots + Soil 	PDA	dark	18
A5	Roots + Soil 	PDA	dark	20
A5	Roots + Soil 	PDA	dark	20.5
A5	Roots + Soil 	PDA	dark	19
A5	Roots + Soil 	PDA	dark	19.5
A5	Roots + Soil 	PDA	dark	19
A5	Roots + Soil 	PDA	dark	20.5
A5	Roots + Soil 	PDA	dark	21.5
A5	Roots + Soil 	PDA	dark	20.5
A5	Roots + Soil 	PDA	dark	19
A5	Roots + Soil 	PDA	dark	18
A5	Roots + Soil 	PDA	dark	19
A5	Roots + Soil 	PDA	dark	17.5
A5	Roots + Soil 	PDA	dark	20
A5	Roots + Soil 	PDA	dark	20
A5	Roots + Soil 	PDA	dark	18.5
A5	Soil + Litter + Roots	Plain agar	dark	7
A5	Soil + Litter + Roots	Plain agar	dark	8.5
A5	Soil + Litter + Roots	Plain agar	dark	7.5
A5	Soil + Litter + Roots	Plain agar	dark	10
A5	Soil + Litter + Roots	Plain agar	dark	10.5
A5	Soil + Litter + Roots	Plain agar	dark	9
A5	Soil + Litter + Roots	Plain agar	dark	14
A5	Soil + Litter + Roots	Plain agar	dark	11.5
A5	Soil + Litter + Roots	Plain agar	dark	13
A5	Soil + Litter + Roots	Plain agar	dark	8.5
A5	Soil + Litter + Roots	Plain agar	dark	10
A5	Soil + Litter + Roots	Plain agar	dark	10.5
A5	Soil + Litter + Roots	Plain agar	dark	11.5
A5	Soil + Litter + Roots	Plain agar	dark	9
A5	Soil + Litter + Roots	Plain agar	dark	10
A5	Soil + Litter + Roots	Plain agar	dark	10.5
A5	Soil + Litter + Roots	Plain agar	dark	8.5
A5	Soil + Litter + Roots	Plain agar	dark	12.5
A5	Soil + Litter + Roots	Plain agar	dark	9
A5	Soil + Litter + Roots	Plain agar	dark	7
A5	Soil + Litter + Roots	PDA	dark	19
A5	Soil + Litter + Roots	PDA	dark	18.5
A5	Soil + Litter + Roots	PDA	dark	18
A5	Soil + Litter + Roots	PDA	dark	18
A5	Soil + Litter + Roots	PDA	dark	19
A5	Soil + Litter + Roots	PDA	dark	18.5
A5	Soil + Litter + Roots	PDA	dark	20
A5	Soil + Litter + Roots	PDA	dark	20
A5	Soil + Litter + Roots	PDA	dark	18.5
A5	Soil + Litter + Roots	PDA	dark	20
A5	Soil + Litter + Roots	PDA	dark	17.5
A5	Soil + Litter + Roots	PDA	dark	18
A5	Soil + Litter + Roots	PDA	dark	17
A5	Soil + Litter + Roots	PDA	dark	17.5
A5	Soil + Litter + Roots	PDA	dark	19
A5	Soil + Litter + Roots	PDA	dark	19.5
A5	Soil + Litter + Roots	PDA	dark	18.5
A5	Soil + Litter + Roots	PDA	dark	17.5
A5	Soil + Litter + Roots	PDA	dark	17.5
A5	Soil + Litter + Roots	PDA	dark	18
